Marca;Modelo;Tipo;Combustível;Impacto;Custo;Ano;Km;Cor;Cor_Tipo;Nº Portas;Dimensão;Capacidade_Carga;Ar Condicionado;Tipo de Caixa;Tração;Cavalos;Preço;Tecnologia;Segurança
Audi;Q5;CUV;Elétrico;Sustentável;Baixo;2021;40404;Prata;Metalico;5;Grande;Grande;Sim;Automática;Traseira;248;71165.37;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Fit;Hatch Back;Elétrico;Sustentável;Baixo;2016;46657;Vermelho;Fluorescente;3;Pequeno;Grande;Sim;Manual;Dianteira;552;113496.08;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Yaris;Sedan;Diesel;Alto;Normal;1998;167483;Azul;Fluorescente;5;Pequeno;Grande;Não;Automática;Dianteira;434;20467.75;"CruiseControl;PainelDigital;AssitenciaArranque;SOS";"AssitenciaTrajetoria;AssistenteTravagem;Airbags"
Honda;CR-V;SUPERCAR;Elétrico;Sustentável;Baixo;2020;46622;Branco;Prolado;5;Pequeno;Pequeno;Sim;Automática;Traseira;207;90695.96;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;A4;CUV;Diesel;Alto;Normal;2023;46806;Vermelho;Fluorescente;3;Grande;Grande;Sim;Automática;4x4;171;9452.26;"AssistenteEstacionamento;AssitenciaArranque;EcoMode;Autopilot";"Airbags;AssitenciaTrajetoria;ControleTração"
Chevrolet;Malibu;SUV;Gasolina;Baixo;Elevado;2003;214546;Vermelho;Cromado;5;Grande;Grande;Não;Manual;4x4;589;80907.98;"AssitenciaArranque;AssistenteEstacionamento;SOS;Autopilot;CruiseControl;PainelDigital;GPS;EcoMode";"ABS;ControleTração;Airbags;AssitenciaTrajetoria"
Volkswagen;Passat;SUPERCAR;Elétrico;Sustentável;Baixo;2020;48953;Prata;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Traseira;162;11356.52;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model X;CUV;Gasolina;Baixo;Elevado;1998;198766;Preto;Prolado;5;Grande;Grande;Sim;Manual;Traseira;372;109973.0;"SOS;GPS;Autopilot;EcoMode;AssitenciaArranque";"ABS;ControleTração;AssistenteTravagem"
Volkswagen;Polo;CUV;Gasolina;Baixo;Elevado;2001;174902;Branco;Fluorescente;5;Grande;Grande;Não;Automática;4x4;191;61145.93;"AssistenteEstacionamento;Autopilot;GPS";"ABS;AssitenciaTrajetoria;ControleTração;Airbags;AssistenteTravagem"
Tesla;Model Y;CUV;Gasolina;Baixo;Elevado;2002;154595;Azul;Metalico;3;Grande;Grande;Não;Manual;Traseira;92;82204.07;"AssistenteEstacionamento;CruiseControl;EcoMode;SOS";"Airbags;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Tesla;Model 3;Sedan;Diesel;Alto;Normal;1998;245455;Azul;Metalico;3;Pequeno;Grande;Sim;Manual;Dianteira;479;46855.73;"SOS;Autopilot;PainelDigital";"AssistenteTravagem;ControleTração;Airbags;ABS"
Chevrolet;Cruze;COUPE;Elétrico;Sustentável;Baixo;2020;32085;Azul;Fosco;3;Pequeno;Pequeno;Sim;Manual;Dianteira;206;62998.95;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;SUPERCAR;Diesel;Alto;Normal;2005;246622;Azul;Fluorescente;5;Pequeno;Pequeno;Não;Manual;Dianteira;376;5909.71;"AssistenteEstacionamento;Autopilot;SOS;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Mercedes;E-Class;Hatch Back;Elétrico;Sustentável;Baixo;2020;30248;Verde;Metalico;5;Pequeno;Grande;Sim;Automática;Dianteira;269;110894.48;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model X;SUV;Gasolina;Baixo;Elevado;2021;32705;Vermelho;Fluorescente;3;Grande;Grande;Sim;Manual;Dianteira;413;104082.61;"EcoMode;CruiseControl;AssistenteEstacionamento;Autopilot;AssitenciaArranque;SOS;GPS;PainelDigital";"Airbags;ControleTração;AssistenteTravagem;ABS"
Porsche;Cayenne;Sedan;Elétrico;Sustentável;Baixo;2019;31127;Azul;Prolado;3;Pequeno;Grande;Sim;Manual;Traseira;492;109148.67;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Corolla;Sedan;Elétrico;Sustentável;Baixo;2016;31204;Branco;Fluorescente;5;Pequeno;Grande;Sim;Automática;Traseira;265;52867.95;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X3;COUPE;Elétrico;Sustentável;Baixo;2017;39535;Preto;Fosco;5;Pequeno;Pequeno;Sim;Automática;Dianteira;114;113688.49;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;CR-V;SUV;Diesel;Alto;Normal;2002;159728;Branco;Fosco;5;Grande;Grande;Não;Automática;Dianteira;67;37812.13;"AssitenciaArranque;GPS;Autopilot";"Airbags;AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem"
Mercedes;GLC;SUV;Elétrico;Sustentável;Baixo;2017;50132;Preto;Cromado;5;Grande;Grande;Sim;Manual;Traseira;435;114810.15;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Camry;COUPE;Elétrico;Sustentável;Baixo;2018;58002;Preto;Prolado;5;Pequeno;Pequeno;Sim;Manual;4x4;451;24089.17;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;HR-V;COUPE;Gasolina;Baixo;Elevado;2012;83785;Azul;Metalico;3;Pequeno;Pequeno;Sim;Manual;4x4;512;100315.74;"EcoMode;CruiseControl;AssistenteEstacionamento;PainelDigital;Autopilot;GPS;SOS;AssitenciaArranque";"ControleTração;Airbags;AssitenciaTrajetoria"
Chevrolet;Malibu;CUV;Gasolina;Baixo;Elevado;1998;173595;Branco;Fluorescente;3;Grande;Grande;Sim;Manual;Traseira;407;61383.38;"GPS;AssitenciaArranque;SOS;AssistenteEstacionamento;CruiseControl;Autopilot;EcoMode";"AssistenteTravagem;AssitenciaTrajetoria;ABS"
Chevrolet;Cruze;Hatch Back;Gasolina;Baixo;Elevado;2003;167492;Azul;Fosco;3;Pequeno;Grande;Sim;Manual;Dianteira;213;16959.74;"GPS;AssitenciaArranque;EcoMode;SOS;CruiseControl;Autopilot;AssistenteEstacionamento;PainelDigital";"AssitenciaTrajetoria;ControleTração;ABS"
Audi;Q7;SUPERCAR;Gasolina;Baixo;Elevado;2003;182982;Vermelho;Fosco;5;Pequeno;Pequeno;Não;Manual;Traseira;353;101662.63;"PainelDigital;SOS;AssitenciaArranque;CruiseControl;GPS;Autopilot";"ABS;Airbags;AssitenciaTrajetoria"
Porsche;Panamera;Sedan;Diesel;Alto;Normal;2009;138099;Vermelho;Metalico;3;Pequeno;Grande;Sim;Manual;Traseira;600;5125.67;"CruiseControl;AssitenciaArranque;Autopilot;PainelDigital";"ABS;AssistenteTravagem;AssitenciaTrajetoria"
BMW;i8;Sedan;Diesel;Alto;Normal;2010;93024;Azul;Prolado;3;Pequeno;Grande;Sim;Automática;Dianteira;392;89272.7;"AssistenteEstacionamento;SOS;GPS;EcoMode;PainelDigital;CruiseControl";"ControleTração;ABS;Airbags"
Chevrolet;Cruze;CUV;Elétrico;Sustentável;Baixo;2019;33649;Branco;Cromado;3;Grande;Grande;Sim;Automática;Traseira;404;10668.53;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Yaris;Hatch Back;Gasolina;Baixo;Elevado;2019;124334;Prata;Cromado;3;Pequeno;Grande;Sim;Automática;4x4;470;29910.84;"PainelDigital;CruiseControl;AssitenciaArranque";"ABS;Airbags;ControleTração"
BMW;i8;SUV;Elétrico;Sustentável;Baixo;2017;36285;Azul;Prolado;5;Grande;Grande;Sim;Manual;Dianteira;354;76028.5;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Fiesta;CUV;Gasolina;Baixo;Elevado;2005;167221;Preto;Fosco;3;Grande;Grande;Sim;Manual;Dianteira;65;88670.94;"CruiseControl;AssistenteEstacionamento;Autopilot;SOS";"Airbags;AssistenteTravagem;AssitenciaTrajetoria"
Volkswagen;Golf;SUV;Diesel;Alto;Normal;2007;212462;Preto;Metalico;3;Grande;Grande;Não;Manual;4x4;341;113945.55;"GPS;AssitenciaArranque;EcoMode;SOS;CruiseControl";"Airbags;AssistenteTravagem;ABS;ControleTração"
Honda;Accord;SUPERCAR;Diesel;Alto;Normal;2023;45336;Azul;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;503;55525.74;"SOS;AssistenteEstacionamento;GPS;EcoMode;PainelDigital;AssitenciaArranque;Autopilot";"ControleTração;Airbags;AssistenteTravagem"
BMW;X5;CUV;Elétrico;Sustentável;Baixo;2021;52211;Preto;Cromado;3;Grande;Grande;Sim;Automática;4x4;69;64560.48;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Focus;COUPE;Elétrico;Sustentável;Baixo;2020;43339;Vermelho;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;Traseira;503;30112.87;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Macan;Hatch Back;Gasolina;Baixo;Elevado;2020;99110;Prata;Prolado;3;Pequeno;Grande;Sim;Manual;4x4;534;111580.05;"SOS;EcoMode;PainelDigital;CruiseControl;Autopilot;AssitenciaArranque;GPS";"ABS;AssistenteTravagem;ControleTração;Airbags"
BMW;5 Series;Hatch Back;Gasolina;Baixo;Elevado;1997;178072;Azul;Prolado;3;Pequeno;Grande;Não;Manual;Dianteira;214;5424.85;"SOS;PainelDigital;CruiseControl;GPS;AssitenciaArranque;EcoMode;Autopilot";"Airbags;ControleTração;AssistenteTravagem;AssitenciaTrajetoria;ABS"
Tesla;Model X;COUPE;Elétrico;Sustentável;Baixo;2020;56716;Preto;Prolado;5;Pequeno;Pequeno;Sim;Manual;4x4;585;79477.14;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;5 Series;CUV;Gasolina;Baixo;Elevado;2003;152956;Azul;Fosco;5;Grande;Grande;Não;Automática;Dianteira;322;81368.09;"PainelDigital;GPS;Autopilot;AssitenciaArranque;AssistenteEstacionamento;EcoMode;CruiseControl";"AssitenciaTrajetoria;Airbags;ABS"
Ford;Explorer;SUV;Diesel;Alto;Normal;2006;223869;Preto;Fluorescente;5;Grande;Grande;Não;Automática;Traseira;215;78799.48;"GPS;PainelDigital;AssitenciaArranque;CruiseControl;EcoMode;SOS;AssistenteEstacionamento";"AssistenteTravagem;AssitenciaTrajetoria;ControleTração;Airbags"
Audi;A3;SUPERCAR;Gasolina;Baixo;Elevado;2014;105291;Branco;Metalico;5;Pequeno;Pequeno;Sim;Automática;Traseira;157;72815.06;"AssitenciaArranque;GPS;AssistenteEstacionamento;SOS;PainelDigital";"Airbags;AssistenteTravagem;AssitenciaTrajetoria;ABS;ControleTração"
Honda;Civic;COUPE;Elétrico;Sustentável;Baixo;2018;48377;Azul;Metalico;3;Pequeno;Pequeno;Sim;Automática;4x4;199;20541.95;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLC;COUPE;Gasolina;Baixo;Elevado;2004;170356;Azul;Prolado;5;Pequeno;Pequeno;Não;Manual;Traseira;144;92104.03;"GPS;AssitenciaArranque;AssistenteEstacionamento;CruiseControl;Autopilot;SOS;EcoMode";"AssistenteTravagem;AssitenciaTrajetoria;ControleTração"
Chevrolet;Spark;Sedan;Gasolina;Baixo;Elevado;2014;117316;Azul;Prolado;3;Pequeno;Grande;Sim;Automática;4x4;181;110410.57;"SOS;PainelDigital;GPS";"ABS;AssistenteTravagem;Airbags;ControleTração;AssitenciaTrajetoria"
Ford;Fiesta;SUV;Elétrico;Sustentável;Baixo;2020;37649;Azul;Prolado;5;Grande;Grande;Sim;Manual;4x4;496;28293.96;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Passat;SUV;Gasolina;Baixo;Elevado;2020;75529;Verde;Prolado;5;Grande;Grande;Sim;Manual;4x4;591;89730.51;"CruiseControl;PainelDigital;AssistenteEstacionamento;AssitenciaArranque;GPS;Autopilot;SOS;EcoMode";"AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Toyota;Prius;Hatch Back;Elétrico;Sustentável;Baixo;2020;58022;Prata;Prolado;3;Pequeno;Grande;Sim;Automática;Traseira;474;84688.14;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Civic;COUPE;Gasolina;Baixo;Elevado;1996;217069;Branco;Prolado;5;Pequeno;Pequeno;Sim;Automática;Traseira;151;81202.48;"AssitenciaArranque;AssistenteEstacionamento;Autopilot;CruiseControl;SOS;PainelDigital";"ControleTração;ABS;AssistenteTravagem;Airbags;AssitenciaTrajetoria"
Volkswagen;Polo;SUPERCAR;Diesel;Alto;Normal;2009;145538;Azul;Cromado;5;Pequeno;Pequeno;Sim;Automática;4x4;498;5527.27;"PainelDigital;GPS;CruiseControl;SOS";"AssistenteTravagem;AssitenciaTrajetoria;ControleTração;ABS"
Ford;Mustang;Hatch Back;Gasolina;Baixo;Elevado;2001;199858;Vermelho;Metalico;3;Pequeno;Grande;Sim;Automática;Dianteira;410;51803.52;"AssitenciaArranque;SOS;CruiseControl;PainelDigital";"AssitenciaTrajetoria;AssistenteTravagem;ABS;Airbags;ControleTração"
Tesla;Model Y;Hatch Back;Diesel;Alto;Normal;2023;34243;Branco;Fluorescente;5;Pequeno;Grande;Sim;Manual;Traseira;509;80138.54;"SOS;GPS;PainelDigital;CruiseControl";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem;Airbags"
Volkswagen;Tiguan;Sedan;Gasolina;Baixo;Elevado;1997;180076;Verde;Fluorescente;5;Pequeno;Grande;Não;Manual;Dianteira;173;73667.76;"AssistenteEstacionamento;Autopilot;CruiseControl;SOS;AssitenciaArranque;PainelDigital";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Mercedes;A-Class;COUPE;Elétrico;Sustentável;Baixo;2018;52702;Verde;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;Traseira;420;88717.92;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model Y;CUV;Elétrico;Sustentável;Baixo;2019;41746;Preto;Fosco;5;Grande;Grande;Sim;Manual;4x4;125;8632.26;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Camry;SUV;Gasolina;Baixo;Elevado;2023;50253;Preto;Prolado;5;Grande;Grande;Sim;Manual;4x4;65;101407.2;"PainelDigital;SOS;AssitenciaArranque";"Airbags;ABS;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Tesla;Model 3;SUPERCAR;Gasolina;Baixo;Elevado;2004;164685;Prata;Metalico;5;Pequeno;Pequeno;Sim;Manual;Dianteira;285;112240.98;"GPS;SOS;Autopilot;PainelDigital";"ControleTração;ABS;AssitenciaTrajetoria"
Tesla;Model X;SUPERCAR;Gasolina;Baixo;Elevado;1999;155114;Branco;Prolado;3;Pequeno;Pequeno;Não;Manual;Dianteira;514;76671.41;"GPS;AssistenteEstacionamento;CruiseControl;SOS;PainelDigital";"Airbags;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Honda;Accord;CUV;Diesel;Alto;Normal;2021;36605;Prata;Fluorescente;5;Grande;Grande;Sim;Manual;Traseira;271;102282.2;"AssistenteEstacionamento;PainelDigital;AssitenciaArranque;SOS;CruiseControl";"ControleTração;Airbags;AssitenciaTrajetoria"
Volkswagen;Jetta;Sedan;Elétrico;Sustentável;Baixo;2017;39316;Verde;Fosco;3;Pequeno;Grande;Sim;Manual;4x4;95;60315.48;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;COUPE;Diesel;Alto;Normal;2003;244202;Prata;Metalico;5;Pequeno;Pequeno;Não;Manual;4x4;323;64117.16;"AssistenteEstacionamento;PainelDigital;GPS;SOS;CruiseControl;AssitenciaArranque;EcoMode;Autopilot";"AssitenciaTrajetoria;AssistenteTravagem;ABS"
Audi;A3;Sedan;Diesel;Alto;Normal;2003;211083;Prata;Metalico;5;Pequeno;Grande;Sim;Automática;Dianteira;241;94005.07;"GPS;AssistenteEstacionamento;EcoMode";"Airbags;AssistenteTravagem;ControleTração"
Audi;A4;Hatch Back;Diesel;Alto;Normal;2013;82039;Cinza;Prolado;3;Pequeno;Grande;Sim;Manual;Dianteira;245;79914.05;"AssitenciaArranque;Autopilot;AssistenteEstacionamento";"AssitenciaTrajetoria;ControleTração;Airbags;AssistenteTravagem"
Toyota;Yaris;Hatch Back;Diesel;Alto;Normal;2001;167152;Prata;Cromado;5;Pequeno;Grande;Não;Automática;Traseira;314;25558.88;"SOS;Autopilot;AssistenteEstacionamento;AssitenciaArranque;GPS;EcoMode";"AssitenciaTrajetoria;AssistenteTravagem;Airbags"
Ford;Fiesta;SUV;Gasolina;Baixo;Elevado;2012;61508;Prata;Fluorescente;5;Grande;Grande;Sim;Manual;4x4;582;68850.39;"CruiseControl;AssistenteEstacionamento;AssitenciaArranque;GPS;Autopilot;PainelDigital;EcoMode;SOS";"AssistenteTravagem;AssitenciaTrajetoria;ControleTração;Airbags"
Tesla;Model S;SUPERCAR;Diesel;Alto;Normal;2015;142730;Azul;Prolado;5;Pequeno;Pequeno;Sim;Manual;Dianteira;387;27458.57;"CruiseControl;EcoMode;GPS;AssistenteEstacionamento;PainelDigital;AssitenciaArranque";"AssitenciaTrajetoria;ABS;Airbags;ControleTração"
Tesla;Model S;SUV;Elétrico;Sustentável;Baixo;2018;44522;Preto;Fosco;5;Grande;Grande;Sim;Manual;Dianteira;514;69667.58;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Mustang;COUPE;Elétrico;Sustentável;Baixo;2020;57851;Vermelho;Cromado;3;Pequeno;Pequeno;Sim;Automática;4x4;227;16491.18;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Golf;SUPERCAR;Gasolina;Baixo;Elevado;2019;131243;Cinza;Cromado;3;Pequeno;Pequeno;Sim;Automática;Traseira;473;113728.9;"AssitenciaArranque;GPS;AssistenteEstacionamento;PainelDigital;EcoMode;SOS";"AssitenciaTrajetoria;ABS;Airbags"
Mercedes;GLC;CUV;Gasolina;Baixo;Elevado;2011;103975;Azul;Metalico;5;Grande;Grande;Sim;Manual;Traseira;528;78957.87;"AssistenteEstacionamento;CruiseControl;PainelDigital;EcoMode;GPS;SOS;Autopilot;AssitenciaArranque";"Airbags;ABS;ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Audi;A3;SUV;Elétrico;Sustentável;Baixo;2016;38822;Azul;Prolado;5;Grande;Grande;Sim;Manual;Dianteira;551;75715.76;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X3;SUPERCAR;Gasolina;Baixo;Elevado;1999;192695;Preto;Metalico;3;Pequeno;Pequeno;Sim;Automática;Traseira;411;54325.08;"CruiseControl;Autopilot;SOS";"AssistenteTravagem;AssitenciaTrajetoria;ABS"
Ford;Escape;Hatch Back;Gasolina;Baixo;Elevado;2004;233312;Verde;Prolado;3;Pequeno;Grande;Sim;Automática;4x4;326;72966.81;"CruiseControl;EcoMode;AssistenteEstacionamento;Autopilot;SOS;PainelDigital";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria;Airbags;ABS"
Toyota;Corolla;SUV;Diesel;Alto;Normal;2000;247367;Azul;Fluorescente;5;Grande;Grande;Não;Manual;Dianteira;276;84751.77;"GPS;AssitenciaArranque;AssistenteEstacionamento;Autopilot;SOS;PainelDigital;EcoMode;CruiseControl";"Airbags;AssitenciaTrajetoria;ControleTração;ABS;AssistenteTravagem"
BMW;X5;Sedan;Diesel;Alto;Normal;1997;248604;Azul;Fosco;5;Pequeno;Grande;Sim;Manual;Traseira;405;114820.55;"SOS;GPS;PainelDigital;AssitenciaArranque;EcoMode";"ABS;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Mercedes;C-Class;Sedan;Gasolina;Baixo;Elevado;2005;216491;Azul;Cromado;5;Pequeno;Grande;Sim;Manual;4x4;538;104277.51;"AssistenteEstacionamento;Autopilot;PainelDigital;GPS;CruiseControl;SOS";"ControleTração;ABS;AssitenciaTrajetoria"
Ford;Escape;CUV;Elétrico;Sustentável;Baixo;2017;38411;Azul;Fosco;3;Grande;Grande;Sim;Automática;Dianteira;74;97388.18;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Suburban;SUPERCAR;Diesel;Alto;Normal;2011;136514;Vermelho;Fosco;3;Pequeno;Pequeno;Sim;Automática;4x4;156;34936.84;"AssistenteEstacionamento;SOS;CruiseControl;AssitenciaArranque;Autopilot;PainelDigital;GPS;EcoMode";"AssitenciaTrajetoria;Airbags;ControleTração;ABS;AssistenteTravagem"
Audi;A3;CUV;Gasolina;Baixo;Elevado;2019;75041;Vermelho;Prolado;5;Grande;Grande;Sim;Manual;Dianteira;595;12321.94;"PainelDigital;AssistenteEstacionamento;AssitenciaArranque;EcoMode;CruiseControl";"AssistenteTravagem;ABS;AssitenciaTrajetoria;ControleTração;Airbags"
Tesla;Model 3;CUV;Elétrico;Sustentável;Baixo;2023;37492;Preto;Fluorescente;3;Grande;Grande;Sim;Manual;4x4;121;90864.44;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Prius;COUPE;Elétrico;Sustentável;Baixo;2019;39437;Cinza;Prolado;5;Pequeno;Pequeno;Sim;Automática;Traseira;133;118167.44;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Cruze;Hatch Back;Diesel;Alto;Normal;2005;199858;Azul;Metalico;5;Pequeno;Grande;Sim;Manual;4x4;480;40923.66;"PainelDigital;Autopilot;AssitenciaArranque;GPS;CruiseControl;AssistenteEstacionamento;EcoMode;SOS";"AssistenteTravagem;Airbags;ControleTração;AssitenciaTrajetoria"
Tesla;Model 3;Hatch Back;Diesel;Alto;Normal;1998;185301;Azul;Prolado;5;Pequeno;Grande;Sim;Manual;Traseira;239;61116.93;"CruiseControl;AssistenteEstacionamento;PainelDigital;EcoMode;GPS;Autopilot;AssitenciaArranque";"Airbags;ABS;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Audi;Q7;SUV;Elétrico;Sustentável;Baixo;2022;34714;Cinza;Metalico;3;Grande;Grande;Sim;Automática;4x4;443;80062.83;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;5 Series;SUV;Diesel;Alto;Normal;2012;106731;Vermelho;Fluorescente;3;Grande;Grande;Sim;Automática;Traseira;327;67500.92;"AssistenteEstacionamento;CruiseControl;GPS;PainelDigital;AssitenciaArranque;EcoMode;SOS;Autopilot";"ABS;Airbags;ControleTração;AssistenteTravagem"
